words@bvk1982m	@bvk1982m	294.284	294.388	?
words@bvk1982m	@bvk1982m	320.665	320.785	а
words@bvk1982m	@bvk1982m	320.785	320.915	вы
words@bvk1982m	@bvk1982m	320.915	321.318	видитесь
words@bvk1982m	@bvk1982m	321.318	321.493	с
words@bvk1982m	@bvk1982m	321.493	321.663	отцом
words@bvk1982m	@bvk1982m	321.663	321.833	?
words@bvk1982m	@bvk1982m	343.666	343.87	как
words@bvk1982m	@bvk1982m	343.87	344.298	думаете
words@bvk1982m	@bvk1982m	344.298	344.72	настанет
words@bvk1982m	@bvk1982m	344.72	344.909	м
words@bvk1982m	@bvk1982m	344.909	345.349	момент
words@bvk1982m	@bvk1982m	345.349	345.648	когда
words@bvk1982m	@bvk1982m	345.648	345.798	вы
words@bvk1982m	@bvk1982m	345.798	345.993	сможете
words@bvk1982m	@bvk1982m	345.993	346.311	приехать
words@bvk1982m	@bvk1982m	346.311	346.5	на
words@bvk1982m	@bvk1982m	346.5	346.831	родину
words@bvk1982m	@bvk1982m	346.831	346.967	к
words@bvk1982m	@bvk1982m	346.967	347.227	себе
words@bvk1982m	@bvk1982m	347.227	347.37	в
words@bvk1982m	@bvk1982m	347.37	347.655	эээ
words@bvk1982m	@bvk1982m	347.655	347.863	в
words@bvk1982m	@bvk1982m	347.863	348.084	Одессу
words@bvk1982m	@bvk1982m	348.084	348.305	?
words@bvk1982m	@bvk1982m	348.305	348.983	спокойно
words@bvk1982m	@bvk1982m	348.983	349.662	//
words@bvk1982m	@bvk1982m	349.662	349.759	к
words@bvk1982m	@bvk1982m	349.759	350.11	маме
words@bvk1982m	@bvk1982m	350.11	350.266	на
words@bvk1982m	@bvk1982m	350.266	350.577	могилу
words@bvk1982m	@bvk1982m	350.577	350.688	к
words@bvk1982m	@bvk1982m	350.688	350.873	папе
words@bvk1982m	@bvk1982m	350.873	351.058	/
words@bvk1982m	@bvk1982m	351.058	351.155	в
words@bvk1982m	@bvk1982m	351.155	351.376	свой
words@bvk1982m	@bvk1982m	351.376	351.578	дом
words@bvk1982m	@bvk1982m	370.801	370.98	вам
words@bvk1982m	@bvk1982m	370.98	371.155	уже
words@bvk1982m	@bvk1982m	371.155	371.519	много
words@bvk1982m	@bvk1982m	371.519	372.152	лет
words@bvk1982m	@bvk1982m	372.152	372.543	Анатолий
words@bvk1982m	@bvk1982m	372.543	373.197	Александрович
words@bvk1982m	@bvk1982m	373.197	374.051	/
words@bvk1982m	@bvk1982m	374.051	374.441	скоро
words@bvk1982m	@bvk1982m	374.441	375.093	семьдесят
words@bvk1982m	@bvk1982m	375.093	375.746	/
words@bvk1982m	@bvk1982m	375.746	375.909	вы
words@bvk1982m	@bvk1982m	375.909	376.435	думаете
words@bvk1982m	@bvk1982m	376.435	376.74	о
words@bvk1982m	@bvk1982m	376.74	377.402	наследстве
words@bvk1982m	@bvk1982m	377.402	377.532	о
words@bvk1982m	@bvk1982m	377.532	378.116	завещании
words@bvk1982m	@bvk1982m	378.116	378.37	кому
words@bvk1982m	@bvk1982m	378.37	378.564	вы
words@bvk1982m	@bvk1982m	378.564	378.746	все
words@bvk1982m	@bvk1982m	378.746	378.971	оставите
words@bvk1982m	@bvk1982m	378.971	379.197	?
words@bvk1982m	@bvk1982m	406.028	406.129	а
words@bvk1982m	@bvk1982m	406.129	406.292	если
words@bvk1982m	@bvk1982m	406.292	406.383	бы
words@bvk1982m	@bvk1982m	406.383	406.525	вы
words@bvk1982m	@bvk1982m	406.525	406.94	могли
words@bvk1982m	@bvk1982m	406.94	407.355	написать
words@bvk1982m	@bvk1982m	407.355	407.506	нет
words@bvk1982m	@bvk1982m	407.506	407.629	не
words@bvk1982m	@bvk1982m	407.629	408.551	завещание
words@bvk1982m	@bvk1982m	408.551	408.753	а
words@bvk1982m	@bvk1982m	408.753	409.337	письмо
words@bvk1982m	@bvk1982m	409.337	409.928	самому
words@bvk1982m	@bvk1982m	409.928	410.402	себе
words@bvk1982m	@bvk1982m	410.402	410.876	/
words@bvk1982m	@bvk1982m	410.876	410.993	в
words@bvk1982m	@bvk1982m	410.993	412.188	прошлое
words@bvk1982m	@bvk1982m	412.188	412.298	что
words@bvk1982m	@bvk1982m	412.298	412.409	бы
words@bvk1982m	@bvk1982m	412.409	412.506	вы
words@bvk1982m	@bvk1982m	412.506	413.461	нынешний
words@bvk1982m	@bvk1982m	413.461	414.181	завещали
words@bvk1982m	@bvk1982m	414.181	415.24	посоветовали
words@bvk1982m	@bvk1982m	415.24	415.409	бы
words@bvk1982m	@bvk1982m	415.409	415.668	вот
words@bvk1982m	@bvk1982m	415.668	415.967	этому
words@bvk1982m	@bvk1982m	415.967	416.538	молодому
words@bvk1982m	@bvk1982m	416.538	416.961	человеку
words@bvk1982m	@bvk1982m	416.961	417.35	который
words@bvk1982m	@bvk1982m	417.35	417.428	в
words@bvk1982m	@bvk1982m	417.428	417.837	самом
words@bvk1982m	@bvk1982m	417.837	418.077	начале
words@bvk1982m	@bvk1982m	418.077	418.396	своего
words@bvk1982m	@bvk1982m	418.396	419.246	пути
words@bvk1982m	@bvk1982m	419.246	419.344	и
words@bvk1982m	@bvk1982m	419.344	419.571	еще
words@bvk1982m	@bvk1982m	419.571	419.883	совсем
words@bvk1982m	@bvk1982m	419.883	420.142	без
words@bvk1982m	@bvk1982m	420.142	420.391	бороды
words@bvk1982m	@bvk1982m	420.391	420.64	?
words@aaw1952m	@aaw1952m	13.291	13.542	нууу
words@aaw1952m	@aaw1952m	13.542	13.793	/
words@aaw1952m	@aaw1952m	13.793	14.038	как
words@aaw1952m	@aaw1952m	14.038	14.226	вам
words@aaw1952m	@aaw1952m	14.226	14.796	сказать
words@aaw1952m	@aaw1952m	14.796	15.613	//
words@aaw1952m	@aaw1952m	15.613	16.256	серьезная
words@aaw1952m	@aaw1952m	16.256	16.899	была
words@aaw1952m	@aaw1952m	16.899	17.16	не
words@aaw1952m	@aaw1952m	17.16	17.45	болезнь
words@aaw1952m	@aaw1952m	17.45	17.589	а
words@aaw1952m	@aaw1952m	17.589	17.746	ее
words@aaw1952m	@aaw1952m	17.746	18.448	название
words@aaw1952m	@aaw1952m	18.448	20.814	//
words@aaw1952m	@aaw1952m	20.814	20.931	у
words@aaw1952m	@aaw1952m	20.931	21.262	меня
words@aaw1952m	@aaw1952m	21.262	22.503	/
words@aaw1952m	@aaw1952m	22.503	23.296	было
words@aaw1952m	@aaw1952m	23.296	23.979	несколько
words@aaw1952m	@aaw1952m	23.979	25.02	/
words@aaw1952m	@aaw1952m	25.02	25.996	сосудистых
words@aaw1952m	@aaw1952m	25.996	26.503	опухолей
words@aaw1952m	@aaw1952m	26.503	27.423	//
words@aaw1952m	@aaw1952m	27.423	28.003	кстати
words@aaw1952m	@aaw1952m	28.003	28.416	одна
words@aaw1952m	@aaw1952m	28.416	28.599	из
words@aaw1952m	@aaw1952m	28.599	28.786	них
words@aaw1952m	@aaw1952m	28.786	29.365	/
words@aaw1952m	@aaw1952m	29.365	30.386	обнаружилась
words@aaw1952m	@aaw1952m	30.386	31.091	практически
words@aaw1952m	@aaw1952m	31.091	31.611	сразу
words@aaw1952m	@aaw1952m	31.611	32.131	после
words@aaw1952m	@aaw1952m	32.131	32.668	рождения
words@aaw1952m	@aaw1952m	32.668	33.524	/
words@aaw1952m	@aaw1952m	33.524	33.631	и
words@aaw1952m	@aaw1952m	33.631	34.072	именно
words@aaw1952m	@aaw1952m	34.072	34.513	из-за
words@aaw1952m	@aaw1952m	34.513	34.758	нее
words@aaw1952m	@aaw1952m	34.758	35.055	я
words@aaw1952m	@aaw1952m	35.055	35.4	стал
words@aaw1952m	@aaw1952m	35.4	35.896	трусом
words@aaw1952m	@aaw1952m	35.896	36.785	//
words@aaw1952m	@aaw1952m	36.785	37.146	но
words@aaw1952m	@aaw1952m	37.146	37.368	вот
words@aaw1952m	@aaw1952m	37.368	37.68	здесь
words@aaw1952m	@aaw1952m	37.68	38.016	есть
words@aaw1952m	@aaw1952m	38.016	38.841	сплетение
words@aaw1952m	@aaw1952m	38.841	39.667	/
words@aaw1952m	@aaw1952m	39.667	40.605	сосудиков
words@aaw1952m	@aaw1952m	40.605	41.544	/
words@aaw1952m	@aaw1952m	41.544	42.215	которое
words@aaw1952m	@aaw1952m	45.178	45.954	вот
words@aaw1952m	@aaw1952m	45.954	46.638	если
words@aaw1952m	@aaw1952m	46.638	47.322	оно
words@aaw1952m	@aaw1952m	47.322	48.006	лопнет
words@aaw1952m	@aaw1952m	48.006	48.69	кровотечение
words@aaw1952m	@aaw1952m	48.69	49.374	может
words@aaw1952m	@aaw1952m	49.374	50.06	быть
words@aaw1952m	@aaw1952m	50.06	51.095	смертельно
words@aaw1952m	@aaw1952m	51.095	51.693	опасным
words@aaw1952m	@aaw1952m	51.693	52.291	/
words@aaw1952m	@aaw1952m	52.291	52.987	поэтому
words@aaw1952m	@aaw1952m	52.987	54.231	/
words@aaw1952m	@aaw1952m	54.231	54.962	я
words@aaw1952m	@aaw1952m	54.962	55.172	с
words@aaw1952m	@aaw1952m	55.172	55.758	раннего
words@aaw1952m	@aaw1952m	55.758	56.291	детства
words@aaw1952m	@aaw1952m	56.291	56.768	боюсь
words@aaw1952m	@aaw1952m	56.768	57.246	/
words@aaw1952m	@aaw1952m	57.246	57.876	ударов
words@aaw1952m	@aaw1952m	57.876	58.086	в
words@aaw1952m	@aaw1952m	58.086	58.548	нос
words@aaw1952m	@aaw1952m	58.548	59.01	/
words@aaw1952m	@aaw1952m	59.01	59.371	ну
words@aaw1952m	@aaw1952m	59.371	59.552	а
words@aaw1952m	@aaw1952m	59.552	59.934	поскольку
words@aaw1952m	@aaw1952m	59.934	60.17	в
words@aaw1952m	@aaw1952m	60.17	60.798	драке
words@aaw1952m	@aaw1952m	60.798	61.427	/
words@aaw1952m	@aaw1952m	61.427	62.301	ыыы
words@aaw1952m	@aaw1952m	62.301	63.402	предотвратить
words@aaw1952m	@aaw1952m	63.402	63.879	такие
words@aaw1952m	@aaw1952m	63.879	64.241	удары
words@aaw1952m	@aaw1952m	64.241	64.904	практически
words@aaw1952m	@aaw1952m	64.904	65.74	невозможно
words@aaw1952m	@aaw1952m	65.74	66.197	/
words@aaw1952m	@aaw1952m	66.197	66.382	я
words@aaw1952m	@aaw1952m	66.382	67.391	соответственно
words@aaw1952m	@aaw1952m	67.391	68.055	избегал
words@aaw1952m	@aaw1952m	68.055	68.311	драк
words@aaw1952m	@aaw1952m	68.311	68.487	да
words@aaw1952m	@aaw1952m	68.487	68.628	и
words@aaw1952m	@aaw1952m	68.628	69.193	сейчас
words@aaw1952m	@aaw1952m	69.193	69.758	/
words@aaw1952m	@aaw1952m	69.758	70.64	стараюсь
words@aaw1952m	@aaw1952m	70.64	71.522	/
words@aaw1952m	@aaw1952m	71.522	72.552	их
words@aaw1952m	@aaw1952m	72.552	73.333	избегать
words@aaw1952m	@aaw1952m	73.333	75.012	//
words@aaw1952m	@aaw1952m	75.012	75.346	все
words@aaw1952m	@aaw1952m	75.346	75.753	мои
words@aaw1952m	@aaw1952m	75.753	76.386	опухоли
words@aaw1952m	@aaw1952m	76.386	76.603	до
words@aaw1952m	@aaw1952m	76.603	76.954	сих
words@aaw1952m	@aaw1952m	76.954	77.409	пор
words@aaw1952m	@aaw1952m	77.409	77.864	/
words@aaw1952m	@aaw1952m	77.864	78.18	были
words@aaw1952m	@aaw1952m	78.18	78.768	совершенно
words@aaw1952m	@aaw1952m	78.768	79.959	доброкачественные
words@aaw1952m	@aaw1952m	79.959	80.11	и
words@aaw1952m	@aaw1952m	80.11	81.431	сосудистые
words@aaw1952m	@aaw1952m	81.431	81.688	и
words@aaw1952m	@aaw1952m	81.688	82.44	жировые
words@aaw1952m	@aaw1952m	82.44	82.678	то
words@aaw1952m	@aaw1952m	82.678	82.963	есть
words@aaw1952m	@aaw1952m	82.963	83.922	они
words@aaw1952m	@aaw1952m	83.922	84.051	не
words@aaw1952m	@aaw1952m	84.051	84.728	проявляли
words@aaw1952m	@aaw1952m	84.728	85.716	склонности
words@aaw1952m	@aaw1952m	85.716	86.646	разрастаться
words@aaw1952m	@aaw1952m	86.646	87.432	//
words@aaw1952m	@aaw1952m	87.432	87.876	кроме
words@aaw1952m	@aaw1952m	87.876	88.366	того
words@aaw1952m	@aaw1952m	88.366	88.697	даже
words@aaw1952m	@aaw1952m	88.697	89.825	злокачественные
words@aaw1952m	@aaw1952m	89.825	90.508	опухоли
words@aaw1952m	@aaw1952m	90.508	91.192	/
words@aaw1952m	@aaw1952m	91.192	91.788	если
words@aaw1952m	@aaw1952m	91.788	92.513	выявлены
words@aaw1952m	@aaw1952m	92.513	93.256	достаточно
words@aaw1952m	@aaw1952m	93.256	94.022	рано
words@aaw1952m	@aaw1952m	94.022	94.788	/
words@aaw1952m	@aaw1952m	94.788	95.345	то
words@aaw1952m	@aaw1952m	95.345	96.422	/
words@aaw1952m	@aaw1952m	96.422	96.724	ыыы
words@aaw1952m	@aaw1952m	96.724	96.88	с
words@aaw1952m	@aaw1952m	96.88	97.431	ними
words@aaw1952m	@aaw1952m	97.431	97.752	уже
words@aaw1952m	@aaw1952m	97.752	98.128	давно
words@aaw1952m	@aaw1952m	98.128	98.807	научились
words@aaw1952m	@aaw1952m	98.807	99.357	справляться
words@aaw1952m	@aaw1952m	99.357	99.756	ну
words@aaw1952m	@aaw1952m	99.756	100.155	/
words@aaw1952m	@aaw1952m	100.155	100.412	у
words@aaw1952m	@aaw1952m	100.412	100.706	мое...
words@aaw1952m	@aaw1952m	100.706	101.174	моей
words@aaw1952m	@aaw1952m	101.174	101.753	маме
words@aaw1952m	@aaw1952m	101.753	103.174	/
words@aaw1952m	@aaw1952m	103.174	103.925	удалили
words@aaw1952m	@aaw1952m	103.925	105.137	/
words@aaw1952m	@aaw1952m	105.137	105.486	лет
words@aaw1952m	@aaw1952m	105.486	106.16	пятнадцать
words@aaw1952m	@aaw1952m	106.16	106.642	назад
words@aaw1952m	@aaw1952m	106.642	107.899	опухоль
words@aaw1952m	@aaw1952m	107.899	108.064	в
words@aaw1952m	@aaw1952m	108.064	108.481	легком
words@aaw1952m	@aaw1952m	108.481	108.899	/
words@aaw1952m	@aaw1952m	108.899	110.172	злокачественную
words@aaw1952m	@aaw1952m	110.172	110.394	но
words@aaw1952m	@aaw1952m	110.394	111.184	удалили
words@aaw1952m	@aaw1952m	111.184	111.821	чисто
words@aaw1952m	@aaw1952m	111.821	112.458	/
words@aaw1952m	@aaw1952m	112.458	112.743	ыыы
words@aaw1952m	@aaw1952m	112.743	113.678	последующая
words@aaw1952m	@aaw1952m	113.678	115.284	химиотерапия
words@aaw1952m	@aaw1952m	115.284	116.55	гарантировала
words@aaw1952m	@aaw1952m	116.55	117.394	что
words@aaw1952m	@aaw1952m	117.394	117.99	метастазов
words@aaw1952m	@aaw1952m	117.99	118.361	нет
words@aaw1952m	@aaw1952m	118.361	118.733	/
words@aaw1952m	@aaw1952m	118.733	118.972	она
words@aaw1952m	@aaw1952m	118.972	119.873	правда
words@aaw1952m	@aaw1952m	119.873	120.443	умерла
words@aaw1952m	@aaw1952m	120.443	120.697	но
words@aaw1952m	@aaw1952m	120.697	121.288	умерла
words@aaw1952m	@aaw1952m	121.288	121.504	по
words@aaw1952m	@aaw1952m	121.504	122.073	совершенно
words@aaw1952m	@aaw1952m	122.073	122.596	иным
words@aaw1952m	@aaw1952m	122.596	123.178	причинам
words@aaw1952m	@aaw1952m	123.178	123.761	никак
words@aaw1952m	@aaw1952m	123.761	124.036	не
words@aaw1952m	@aaw1952m	124.036	124.53	связанным
words@aaw1952m	@aaw1952m	124.53	124.691	с
words@aaw1952m	@aaw1952m	124.691	125.458	онкологией
words@aaw1952m	@aaw1952m	125.458	126.146	/
words@aaw1952m	@aaw1952m	126.146	126.69	от
words@aaw1952m	@aaw1952m	126.69	127.532	третьего
words@aaw1952m	@aaw1952m	127.532	128.211	уже
words@aaw1952m	@aaw1952m	128.211	128.89	/
words@aaw1952m	@aaw1952m	128.89	129.571	инсульта
words@aaw1952m	@aaw1952m	137.158	137.428	да
words@aaw1952m	@aaw1952m	137.428	137.707	она
words@aaw1952m	@aaw1952m	137.707	138.5	похоронена
words@aaw1952m	@aaw1952m	138.5	138.629	в
words@aaw1952m	@aaw1952m	138.629	139.213	Одессе
words@aaw1952m	@aaw1952m	139.213	139.798	//
words@aaw1952m	@aaw1952m	139.798	140.23	ну
words@aaw1952m	@aaw1952m	140.23	140.662	/
words@aaw1952m	@aaw1952m	140.662	141.279	Украина
words@aaw1952m	@aaw1952m	141.279	142.253	оккупировала
words@aaw1952m	@aaw1952m	142.253	143.506	Одессу
words@aaw1952m	@aaw1952m	143.506	143.681	в
words@aaw1952m	@aaw1952m	143.681	144.376	двадцатом
words@aaw1952m	@aaw1952m	144.376	144.883	году
words@aaw1952m	@aaw1952m	144.883	145.09	и
words@aaw1952m	@aaw1952m	145.09	145.188	я
words@aaw1952m	@aaw1952m	145.188	145.551	ей
words@aaw1952m	@aaw1952m	145.551	145.948	эту
words@aaw1952m	@aaw1952m	145.948	146.59	оккупацию
words@aaw1952m	@aaw1952m	146.59	146.883	не
words@aaw1952m	@aaw1952m	146.883	147.74	простил
words@aaw1952m	@aaw1952m	147.74	148.051	и
words@aaw1952m	@aaw1952m	148.051	148.308	не
words@aaw1952m	@aaw1952m	148.308	148.78	прощу
words@aaw1952m	@aaw1952m	161.085	161.469	нет
words@aaw1952m	@aaw1952m	161.469	162.357	/
words@aaw1952m	@aaw1952m	162.357	162.612	в
words@aaw1952m	@aaw1952m	162.612	163.346	официальных
words@aaw1952m	@aaw1952m	163.346	163.918	списках
words@aaw1952m	@aaw1952m	163.918	165.367	запрещенных
words@aaw1952m	@aaw1952m	165.367	165.918	меня
words@aaw1952m	@aaw1952m	165.918	166.275	нету
words@aaw1952m	@aaw1952m	166.275	166.623	//
words@aaw1952m	@aaw1952m	166.623	166.87	я
words@aaw1952m	@aaw1952m	166.87	167.532	нахожусь
words@aaw1952m	@aaw1952m	167.532	168.707	во-первых
words@aaw1952m	@aaw1952m	168.707	168.792	в
words@aaw1952m	@aaw1952m	168.792	169.324	так
words@aaw1952m	@aaw1952m	169.324	169.87	называемом
words@aaw1952m	@aaw1952m	169.87	170.474	списке
